lotus_id,inchikey,smiles,class_np,family,genus,species,ref_id,source,accepted_rank,tax_status,original_name,accepted_name
LTS0090476,AAAQSJHHXMDZCO-FZMZJTMJSA-N,COc1ccc2c(c1OC)OC[C@H]1c3cc(O)c(OC)c(OC)c3O[C@@H]21,Pterocarpan,Fabaceae,Swartzia,Swartzia laevicarpa,10.1016/0031-9422(80)83022-6,GBIF Backbone Taxonomy,species,accepted,Swartzia laevicarpa,Swartzia laevicarpa
LTS0045980,AAAQSJHHXMDZCO-UHFFFAOYSA-N,COc1ccc2c(c1OC)OCC1c3cc(O)c(OC)c(OC)c3OC21,Pterocarpan,Fabaceae,Swartzia,Swartzia laevicarpa,10.1016/0031-9422(80)83022-6,GBIF Backbone Taxonomy,species,accepted,Swartzia laevicarpa,Swartzia laevicarpa
LTS0214965,AADNEQWIZKTMBL-GOSISDBHSA-N,COc1c(C(=O)C[C@@H](OC)c2ccccc2)ccc2occc12,Chalcones,Fabaceae,Pongamia,Pongamia pinnata,10.1016/0031-9422(92)80055-J,GBIF Backbone Taxonomy,species,accepted,Pongamia pinnata,Pongamia pinnata
LTS0048880,AADNEQWIZKTMBL-UHFFFAOYSA-N,COc1c(C(=O)CC(OC)c2ccccc2)ccc2occc12,Chalcones,Fabaceae,Pongamia,Pongamia pinnata,10.1016/0031-9422(92)80055-J,GBIF Backbone Taxonomy,species,accepted,Pongamia pinnata,Pongamia pinnata
LTS0048880,AADNEQWIZKTMBL-UHFFFAOYSA-N,COc1c(C(=O)CC(OC)c2ccccc2)ccc2occc12,Chalcones,Fabaceae,Pongamia,Pongamia pinnata,10.1016/0031-9422(92)80201-O,GBIF Backbone Taxonomy,species,accepted,Pongamia pinnata,Pongamia pinnata
LTS0024195,AAKHRTZXSZBLFQ-UHFFFAOYSA-N,COc1ccc2c(c1)oc1c3c(O)cc(O)cc3oc(=O)c21,Coumestan,Fabaceae,Corethrodendron,Corethrodendron multijugum,10.1021/NP050233+,GBIF Backbone Taxonomy,species,synonym,Hedysarum multijugum,Corethrodendron multijugum
LTS0150235,AALISTBXLBQUEH-HNNXBMFYSA-N,COc1c([C@@H]2COc3cc(O)cc(O)c3C2=O)ccc(O)c1CC=C(C)C,Isoflavanones,Fabaceae,Sophora,Sophora fraseri,10.1016/S0031-9422(00)90868-9,GBIF Backbone Taxonomy,species,accepted,Sophora fraseri,Sophora fraseri
LTS0179958,AALISTBXLBQUEH-OAHLLOKOSA-N,COc1c([C@H]2COc3cc(O)cc(O)c3C2=O)ccc(O)c1CC=C(C)C,Isoflavanones,Fabaceae,Sophora,Sophora fraseri,10.1016/S0031-9422(00)90868-9,GBIF Backbone Taxonomy,species,accepted,Sophora fraseri,Sophora fraseri
LTS0179958,AALISTBXLBQUEH-OAHLLOKOSA-N,COc1c([C@H]2COc3cc(O)cc(O)c3C2=O)ccc(O)c1CC=C(C)C,Isoflavanones,Fabaceae,Sophora,Sophora koreensis,10.1016/0031-9422(92)90056-V,GBIF Backbone Taxonomy,species,accepted,Sophora koreensis,Sophora koreensis
LTS0179958,AALISTBXLBQUEH-OAHLLOKOSA-N,COc1c([C@H]2COc3cc(O)cc(O)c3C2=O)ccc(O)c1CC=C(C)C,Isoflavanones,Fabaceae,Sophora,Sophora tomentosa,10.1016/S0031-9422(97)00474-3,GBIF Backbone Taxonomy,species,accepted,Sophora tomentosa,Sophora tomentosa
LTS0070810,AALISTBXLBQUEH-UHFFFAOYSA-N,COc1c(C2COc3cc(O)cc(O)c3C2=O)ccc(O)c1CC=C(C)C,Isoflavanones,Fabaceae,Sophora,Sophora fraseri,10.1016/S0031-9422(00)90868-9,GBIF Backbone Taxonomy,species,accepted,Sophora fraseri,Sophora fraseri
LTS0070810,AALISTBXLBQUEH-UHFFFAOYSA-N,COc1c(C2COc3cc(O)cc(O)c3C2=O)ccc(O)c1CC=C(C)C,Isoflavanones,Fabaceae,Sophora,Sophora koreensis,10.1016/0031-9422(92)83646-G,GBIF Backbone Taxonomy,species,accepted,Sophora koreensis,Sophora koreensis
LTS0070810,AALISTBXLBQUEH-UHFFFAOYSA-N,COc1c(C2COc3cc(O)cc(O)c3C2=O)ccc(O)c1CC=C(C)C,Isoflavanones,Fabaceae,Sophora,Sophora koreensis,10.1016/0031-9422(92)90056-V,GBIF Backbone Taxonomy,species,accepted,Sophora koreensis,Sophora koreensis
LTS0070810,AALISTBXLBQUEH-UHFFFAOYSA-N,COc1c(C2COc3cc(O)cc(O)c3C2=O)ccc(O)c1CC=C(C)C,Isoflavanones,Fabaceae,Sophora,Sophora tomentosa,10.1016/S0031-9422(97)00474-3,GBIF Backbone Taxonomy,species,accepted,Sophora tomentosa,Sophora tomentosa
LTS0070810,AALISTBXLBQUEH-UHFFFAOYSA-N,COc1c(C2COc3cc(O)cc(O)c3C2=O)ccc(O)c1CC=C(C)C,Isoflavanones,Fabaceae,Sophora,Sophora tomentosa,10.1248/CPB.38.2756,GBIF Backbone Taxonomy,species,accepted,Sophora tomentosa,Sophora tomentosa
LTS0248445,AAOPKIFUFWCDQZ-CXXWFMJBSA-N,Oc1cc(O)c(C[C@H](O)[C@H](c2ccc(O)c(O)c2)c2c(O)cc(O)c3c2O[C@@H](c2ccc(O)c(O)c2)[C@@H](O)C3)c(O)c1,Flavan-3-ols,Rubiaceae,Uncaria,Uncaria gambir,10.1248/CPB.55.268,GBIF Backbone Taxonomy,species,accepted,Uncaria gambir,Uncaria gambir
LTS0233102,AAOPKIFUFWCDQZ-KEQINOFFSA-N,Oc1cc(O)c(C[C@H](O)[C@H](c2ccc(O)c(O)c2)c2c(O)cc(O)c3c2O[C@H](c2ccc(O)c(O)c2)[C@@H](O)C3)c(O)c1,Flavan-3-ols,Rosaceae,Sanguisorba,Sanguisorba officinalis,10.1016/0031-9422(83)80168-X,GBIF Backbone Taxonomy,species,accepted,Sanguisorba officinalis,Sanguisorba officinalis
LTS0273723,AAOPKIFUFWCDQZ-UHFFFAOYSA-N,Oc1cc(O)c(CC(O)C(c2ccc(O)c(O)c2)c2c(O)cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)C3)c(O)c1,Flavan-3-ols,Rosaceae,Sanguisorba,Sanguisorba officinalis,10.1016/0031-9422(83)80168-X,GBIF Backbone Taxonomy,species,accepted,Sanguisorba officinalis,Sanguisorba officinalis
LTS0228992,AASXZVQDGNSVST-JKSUJKDBSA-N,COc1c(O)cc([C@H]2Oc3c(CN=C(O)SC)c(O)cc(O)c3C[C@@H]2O)cc1O,Flavan-3-ols,Rutaceae,Glycosmis,Glycosmis lanceolata,10.1016/J.TETLET.2004.10.172,GBIF Backbone Taxonomy,species,synonym,Glycosmis montana,Glycosmis lanceolata
LTS0098442,AASXZVQDGNSVST-UHFFFAOYSA-N,COc1c(O)cc(C2Oc3c(CN=C(O)SC)c(O)cc(O)c3CC2O)cc1O,Flavan-3-ols,Rutaceae,Glycosmis,Glycosmis lanceolata,10.1016/J.TETLET.2004.10.172,GBIF Backbone Taxonomy,species,synonym,Glycosmis montana,Glycosmis lanceolata
LTS0033205,AAVIPCXEXKHNTR-UHFFFAOYSA-N,CC1(C)CCc2cc(-c3coc4cc(O)c5c(c4c3=O)OC(C)(C)CC5)ccc2O1,Isoflavones,Clusiaceae,Garcinia,Garcinia dulcis,10.1016/J.PHYTOCHEM.2005.06.025,GBIF Backbone Taxonomy,species,accepted,Garcinia dulcis,Garcinia dulcis
LTS0080410,AAXMSKLPUMPSGN-UHFFFAOYSA-N,C=CC(C)(C)c1cc(OC)c(OC)cc1-c1coc2cc(OC)cc(OC)c2c1=O,Isoflavones,Fabaceae,Psorodendron,Psorodendron arborescens,10.1021/NP0502600,GBIF Backbone Taxonomy,species,synonym,Psorothamnus arborescens,Psorodendron arborescens
LTS0110634,AAXSQJZTSPDAGW-DGLFJVASSA-N,Oc1ccc2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O[C@@H]1OCC(O)[C@@H](O)[C@@H]1O)C2,Flavan-3-ols,Fabaceae,Anadenanthera,Anadenanthera colubrina,10.1016/S0031-9422(99)00030-8,GBIF Backbone Taxonomy,species,accepted,Anadenanthera colubrina,Anadenanthera colubrina
LTS0128463,AAYNXSSLTTZFMB-ANNNZNAPSA-N,COc1ccc2c(c1)OC[C@H]1Oc3cc(O)ccc3[C@H](c3cc([C@@H]4COc5cc(O)ccc5C4)ccc3OC)[C@@]21O,Pterocarpan,Fabaceae,Gliricidia,Gliricidia sepium,10.1021/NP980002L,GBIF Backbone Taxonomy,species,accepted,Gliricidia sepium,Gliricidia sepium
LTS0155892,AAYNXSSLTTZFMB-UHFFFAOYSA-N,COc1ccc2c(c1)OCC1Oc3cc(O)ccc3C(c3cc(C4COc5cc(O)ccc5C4)ccc3OC)C21O,Pterocarpan,Fabaceae,Gliricidia,Gliricidia sepium,10.1021/NP980002L,GBIF Backbone Taxonomy,species,accepted,Gliricidia sepium,Gliricidia sepium
LTS0045955,ABIJRPKPVBZTCW-GFCCVEGCSA-N,COc1cc([C@H]2CC(=O)c3c(cc(OC)c(OC)c3O)O2)cc(O)c1OC,Flavanones,Bromeliaceae,Greigia,Greigia sphacelata,10.1021/NP0003387,GBIF Backbone Taxonomy,species,accepted,Greigia sphacelata,Greigia sphacelata
LTS0220924,ABIJRPKPVBZTCW-UHFFFAOYSA-N,COc1cc(C2CC(=O)c3c(cc(OC)c(OC)c3O)O2)cc(O)c1OC,Flavanones,Bromeliaceae,Greigia,Greigia sphacelata,10.1021/NP0003387,GBIF Backbone Taxonomy,species,accepted,Greigia sphacelata,Greigia sphacelata
LTS0124528,ABLZJMDXNZTQKT-SOFGYWHQSA-N,COc1ccc(/C=C/C(=O)c2c(OC)cc3c(c2O)C=CC(C)(C)O3)cc1OC,Chalcones,Rutaceae,Glycosmis,Glycosmis parviflora,10.1016/0031-9422(95)00171-3,GBIF Backbone Taxonomy,species,accepted,Glycosmis parviflora,Glycosmis parviflora
LTS0217258,ABLZJMDXNZTQKT-UHFFFAOYSA-N,COc1ccc(C=CC(=O)c2c(OC)cc3c(c2O)C=CC(C)(C)O3)cc1OC,Chalcones,Rutaceae,Glycosmis,Glycosmis parviflora,10.1016/0031-9422(95)00171-3,GBIF Backbone Taxonomy,species,accepted,Glycosmis parviflora,Glycosmis parviflora
LTS0210569,ABOSSEFROBUJKH-UHFFFAOYSA-N,COc1cc2occ(-c3ccc4c(c3)OCO4)c(=O)c2cc1OC,Isoflavones,Fabaceae,Ateleia,Ateleia herbert-smithii,10.1021/NP020425U,GBIF Backbone Taxonomy,species,accepted,Ateleia herbert-smithii,Ateleia herbert-smithii
LTS0210569,ABOSSEFROBUJKH-UHFFFAOYSA-N,COc1cc2occ(-c3ccc4c(c3)OCO4)c(=O)c2cc1OC,Isoflavones,Fabaceae,Cordyla,Cordyla africana,10.1039/P19730002222,GBIF Backbone Taxonomy,species,accepted,Cordyla africana,Cordyla africana
LTS0210569,ABOSSEFROBUJKH-UHFFFAOYSA-N,COc1cc2occ(-c3ccc4c(c3)OCO4)c(=O)c2cc1OC,Isoflavones,Fabaceae,Millettia,Millettia puguensis,10.1055/S-2006-951689,GBIF Backbone Taxonomy,species,accepted,Millettia puguensis,Millettia puguensis
LTS0232539,ABQFAJSGVWQVGF-MHZLTWQESA-N,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc(CC=C(C)C)c1O,Flavanones,Fabaceae,Erythrina,Erythrina subumbrans,10.1021/NP070506W,GBIF Backbone Taxonomy,species,accepted,Erythrina subumbrans,Erythrina subumbrans
LTS0232539,ABQFAJSGVWQVGF-MHZLTWQESA-N,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc(CC=C(C)C)c1O,Flavanones,Fabaceae,Maackia,Maackia amurensis,10.1016/S0031-9422(00)97051-1,GBIF Backbone Taxonomy,species,accepted,Maackia amurensis,Maackia amurensis
LTS0232539,ABQFAJSGVWQVGF-MHZLTWQESA-N,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc(CC=C(C)C)c1O,Flavanones,Fabaceae,Maackia,Maackia amurensis,10.1023/B:CONC.0000018120.22592.36,GBIF Backbone Taxonomy,species,accepted,Maackia amurensis,Maackia amurensis
LTS0232539,ABQFAJSGVWQVGF-MHZLTWQESA-N,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc(CC=C(C)C)c1O,Flavanones,Fabaceae,Maackia,Maackia amurensis,10.1248/CPB.57.302,GBIF Backbone Taxonomy,species,accepted,Maackia amurensis,Maackia amurensis
LTS0232539,ABQFAJSGVWQVGF-MHZLTWQESA-N,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc(CC=C(C)C)c1O,Flavanones,Fabaceae,Millettia,Millettia pulchra,10.1016/S0031-9422(00)80349-0,GBIF Backbone Taxonomy,species,accepted,Millettia pulchra,Millettia pulchra
LTS0231230,ABQFAJSGVWQVGF-UHFFFAOYSA-N,CC(C)=CCc1cc(C2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc(CC=C(C)C)c1O,Flavanones,Fabaceae,Erythrina,Erythrina subumbrans,10.1021/NP070506W,GBIF Backbone Taxonomy,species,accepted,Erythrina subumbrans,Erythrina subumbrans
LTS0231230,ABQFAJSGVWQVGF-UHFFFAOYSA-N,CC(C)=CCc1cc(C2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc(CC=C(C)C)c1O,Flavanones,Fabaceae,Maackia,Maackia amurensis,10.1023/B:CONC.0000018120.22592.36,GBIF Backbone Taxonomy,species,accepted,Maackia amurensis,Maackia amurensis
LTS0231230,ABQFAJSGVWQVGF-UHFFFAOYSA-N,CC(C)=CCc1cc(C2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc(CC=C(C)C)c1O,Flavanones,Fabaceae,Millettia,Millettia pulchra,10.1016/S0031-9422(00)80349-0,GBIF Backbone Taxonomy,species,accepted,Millettia pulchra,Millettia pulchra
LTS0206777,ABSGILSFGPQVOT-UHFFFAOYSA-N,O=C(C=Cc1ccccc1)c1cc2occc2cc1O,Chalcones,Fabaceae,Millettia,Millettia erythrocalyx,10.1016/S0031-9422(02)00337-0,GBIF Backbone Taxonomy,species,accepted,Millettia erythrocalyx,Millettia erythrocalyx
LTS0272283,ABSGILSFGPQVOT-VOTSOKGWSA-N,O=C(/C=C/c1ccccc1)c1cc2occc2cc1O,Chalcones,Fabaceae,Millettia,Millettia erythrocalyx,10.1016/S0031-9422(02)00337-0,GBIF Backbone Taxonomy,species,accepted,Millettia erythrocalyx,Millettia erythrocalyx
LTS0239553,ABUBCBFUQXIEAU-UHFFFAOYSA-N,COc1c(O)cc2c(-c3ccccc3)cc(=O)oc2c1OC,Neoflavonoids,Fabaceae,Dalbergia,Dalbergia nigra,10.1016/J.PHYTOCHEM.2010.04.011,GBIF Backbone Taxonomy,species,accepted,Dalbergia nigra ex,Dalbergia nigra
LTS0132461,ABUBWVZSQKAKIK-DBVUQKKJSA-N,C=C(CO)[C@@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(O)c(OC)cc4[C@@H]2C3=O)O1,Rotenoids,Fabaceae,Amorpha,Amorpha fruticosa,10.1055/S-2007-969462,GBIF Backbone Taxonomy,species,accepted,Amorpha fruticosa,Amorpha fruticosa
LTS0041631,ABVQXBOSWJJSHC-UHFFFAOYSA-N,O=C1CC(c2ccc(O)c(-c3c(O)ccc4c3OC(c3cc(O)c(O)c(O)c3)CC4=O)c2)Oc2cc(O)ccc21,Flavanones,Anacardiaceae,Semecarpus,Semecarpus anacardium,10.1016/S0031-9422(00)83184-2,GBIF Backbone Taxonomy,species,accepted,Semecarpus anacardium,Semecarpus anacardium
LTS0111427,ABVQXBOSWJJSHC-UIOOFZCWSA-N,O=C1C[C@@H](c2ccc(O)c(-c3c(O)ccc4c3O[C@H](c3cc(O)c(O)c(O)c3)CC4=O)c2)Oc2cc(O)ccc21,Flavanones,Anacardiaceae,Semecarpus,Semecarpus anacardium,10.1016/S0031-9422(00)83184-2,GBIF Backbone Taxonomy,species,accepted,Semecarpus anacardium,Semecarpus anacardium
LTS0207599,ACAAVKGSTVOIQB-BASWHVEKSA-N,O=C1/C(=C/c2cc(O)c(O)c(O)c2)Oc2cc(O)cc(O)c21,Aurones,Rubiaceae,Ophiorrhiza,Ophiorrhiza blumeana,10.1039/A803547D,GBIF Backbone Taxonomy,species,accepted,Ophiorrhiza blumeana,Ophiorrhiza blumeana
LTS0207599,ACAAVKGSTVOIQB-BASWHVEKSA-N,O=C1/C(=C/c2cc(O)c(O)c(O)c2)Oc2cc(O)cc(O)c21,Aurones,Rubiaceae,Ophiorrhiza,Ophiorrhiza bracteata,10.1071/C97055,GBIF Backbone Taxonomy,species,accepted,Ophiorrhiza bracteata,Ophiorrhiza bracteata
LTS0049485,ACAJJERRPMQMTK-JNDMVHLXSA-N,CC(C)=CCc1cc(-c2oc3c(CC=C(C)C)c(O)c(O)cc3c2Cc2cc3c(c(CC=C(C)C)c2O)O[C@H]2c4cc(CC=C(C)C)c(O)cc4OC[C@@H]32)c(O)cc1O,Pterocarpan,Fabaceae,Lespedeza,Lespedeza cyrtobotrya,10.1021/NP800535G,GBIF Backbone Taxonomy,species,accepted,Lespedeza cyrtobotrya,Lespedeza cyrtobotrya
LTS0059620,ACBMIOXLRKBKCN-UHFFFAOYSA-N,COc1c(C)c(O)cc2c1C(=O)C(O)C(c1ccc(O)cc1)O2,Dihydroflavonols,Vochysiaceae,Qualea,Qualea labouriauana,10.1016/0031-9422(81)85112-6,GBIF Backbone Taxonomy,species,accepted,Qualea labouriauana,Qualea labouriauana
LTS0101338,ACBMIOXLRKBKCN-WBVHZDCISA-N,COc1c(C)c(O)cc2c1C(=O)[C@@H](O)[C@H](c1ccc(O)cc1)O2,Dihydroflavonols,Vochysiaceae,Qualea,Qualea labouriauana,10.1016/0031-9422(81)85112-6,GBIF Backbone Taxonomy,species,accepted,Qualea labouriauana,Qualea labouriauana
LTS0127566,ACDFZTTZFFZFFC-BBDCKABLSA-N,O=C(C=Cc1ccc(O)cc1)OC[C@@H]1O[C@@H](Oc2cc3oc(-c4cc(O[C@@H]5O[C@H](COC(=O)C=Cc6ccc(O)cc6)[C@@H](O)[C@@H](O)[C@@H]5O)c(O)c(O[C@@H]5O[C@H](COC(=O)C=Cc6ccc(O)cc6)[C@@H](O)[C@H](O)[C@H]5O)c4)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc-3c(=O)c2)[C@H](O)[C@@H](O)[C@@H]1O,Anthocyanidins,Asphodelaceae,Dianella,Dianella nigra,10.1016/S0031-9422(01)00343-0,GBIF Backbone Taxonomy,species,accepted,Dianella nigra,Dianella nigra
LTS0127566,ACDFZTTZFFZFFC-BBDCKABLSA-N,O=C(C=Cc1ccc(O)cc1)OC[C@@H]1O[C@@H](Oc2cc3oc(-c4cc(O[C@@H]5O[C@H](COC(=O)C=Cc6ccc(O)cc6)[C@@H](O)[C@@H](O)[C@@H]5O)c(O)c(O[C@@H]5O[C@H](COC(=O)C=Cc6ccc(O)cc6)[C@@H](O)[C@H](O)[C@H]5O)c4)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc-3c(=O)c2)[C@H](O)[C@@H](O)[C@@H]1O,Anthocyanidins,Asphodelaceae,Dianella,Dianella tasmanica,10.1016/S0031-9422(01)00343-0,GBIF Backbone Taxonomy,species,accepted,Dianella tasmanica,Dianella tasmanica
LTS0274207,ACDSUMGMZHXCRO-UHFFFAOYSA-N,COc1cc2oc(=O)c3c4ccc(O)cc4oc3c2c(OC)c1CC=C(C)C,Coumestan,Fabaceae,Glycyrrhiza,Glycyrrhiza,10.3987/COM-89-5041,GBIF Backbone Taxonomy,genus,accepted,Glycyrrhiza,Glycyrrhiza
LTS0274207,ACDSUMGMZHXCRO-UHFFFAOYSA-N,COc1cc2oc(=O)c3c4ccc(O)cc4oc3c2c(OC)c1CC=C(C)C,Coumestan,Fabaceae,Glycyrrhiza,Glycyrrhiza,10.3987/COM-89-5281,GBIF Backbone Taxonomy,genus,accepted,Glycyrrhiza,Glycyrrhiza
LTS0274207,ACDSUMGMZHXCRO-UHFFFAOYSA-N,COc1cc2oc(=O)c3c4ccc(O)cc4oc3c2c(OC)c1CC=C(C)C,Coumestan,Fabaceae,Glycyrrhiza,Glycyrrhiza uralensis,10.1016/S0024-3205(02)01864-7,GBIF Backbone Taxonomy,species,accepted,Glycyrrhiza uralensis,Glycyrrhiza uralensis
LTS0274207,ACDSUMGMZHXCRO-UHFFFAOYSA-N,COc1cc2oc(=O)c3c4ccc(O)cc4oc3c2c(OC)c1CC=C(C)C,Coumestan,Fabaceae,Glycyrrhiza,Glycyrrhiza uralensis,10.1016/S0367-326X(03)00164-3,GBIF Backbone Taxonomy,species,accepted,Glycyrrhiza uralensis,Glycyrrhiza uralensis
LTS0274207,ACDSUMGMZHXCRO-UHFFFAOYSA-N,COc1cc2oc(=O)c3c4ccc(O)cc4oc3c2c(OC)c1CC=C(C)C,Coumestan,Fabaceae,Glycyrrhiza,Glycyrrhiza uralensis,10.1021/NP058069D,GBIF Backbone Taxonomy,species,accepted,Glycyrrhiza uralensis,Glycyrrhiza uralensis
LTS0274207,ACDSUMGMZHXCRO-UHFFFAOYSA-N,COc1cc2oc(=O)c3c4ccc(O)cc4oc3c2c(OC)c1CC=C(C)C,Coumestan,Fabaceae,Glycyrrhiza,Glycyrrhiza uralensis,10.1248/CPB.37.2239,GBIF Backbone Taxonomy,species,accepted,Glycyrrhiza uralensis,Glycyrrhiza uralensis
LTS0010446,ACDWEIMFJUNXIU-HOMLRZENSA-N,CC(C)=CCC/C(C)=C/Cc1c(O)c(CC=C(C)C)cc([C@@H]2Oc3c(CC=C(C)C)c(O)cc(O)c3C(=O)[C@H]2O)c1O,Dihydroflavonols,Moraceae,Morus,Morus cathayana,10.3987/COM-95-7310,GBIF Backbone Taxonomy,species,accepted,Morus cathayana,Morus cathayana
LTS0031898,ACDWEIMFJUNXIU-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCc1c(O)c(CC=C(C)C)cc(C2Oc3c(CC=C(C)C)c(O)cc(O)c3C(=O)C2O)c1O,Dihydroflavonols,Moraceae,Morus,Morus cathayana,10.3987/COM-95-7310,GBIF Backbone Taxonomy,species,accepted,Morus cathayana,Morus cathayana
LTS0253351,ACDWEIMFJUNXIU-XIAQVTQDSA-N,CC(C)=CCC/C(C)=C/Cc1c(O)c(CC=C(C)C)cc([C@H]2Oc3c(CC=C(C)C)c(O)cc(O)c3C(=O)[C@@H]2O)c1O,Dihydroflavonols,Moraceae,Morus,Morus cathayana,10.3987/COM-95-7310,GBIF Backbone Taxonomy,species,accepted,Morus cathayana,Morus cathayana
LTS0106647,ACGKDGAOVNDURV-NWPHWBJNSA-N,CC(=O)Oc1cc(OC(C)=O)c2c(c1)O[C@H](c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)[C@H](OC(C)=O)[C@H]2c1c(OC(C)=O)cc2c(c1OC(C)=O)C[C@@H](OC(C)=O)[C@@H](c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)O2,Flavan-3-ols,Fabaceae,Stryphnodendron,Stryphnodendron adstringens,10.1016/0031-9422(95)00686-9,GBIF Backbone Taxonomy,species,accepted,Stryphnodendron adstringens,Stryphnodendron adstringens
LTS0128692,ACGKDGAOVNDURV-UHFFFAOYSA-N,CC(=O)Oc1cc(OC(C)=O)c2c(c1)OC(c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)C(OC(C)=O)C2c1c(OC(C)=O)cc2c(c1OC(C)=O)CC(OC(C)=O)C(c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)O2,Flavan-3-ols,Fabaceae,Stryphnodendron,Stryphnodendron adstringens,10.1016/0031-9422(95)00686-9,GBIF Backbone Taxonomy,species,accepted,Stryphnodendron adstringens,Stryphnodendron adstringens
LTS0169241,ACJAQJHYAGLMOL-GOSISDBHSA-N,CC(C)(O)[C@H](O)Cc1c(O)ccc(C(=O)CCc2ccc(O)cc2)c1O,Chalcones,Moraceae,Brosimum,Brosimum acutifolium,10.1021/NP020241F,GBIF Backbone Taxonomy,species,accepted,Brosimum acutifolium,Brosimum acutifolium
LTS0209313,ACJAQJHYAGLMOL-SFHVURJKSA-N,CC(C)(O)[C@@H](O)Cc1c(O)ccc(C(=O)CCc2ccc(O)cc2)c1O,Chalcones,Moraceae,Brosimum,Brosimum acutifolium,10.1021/NP020241F,GBIF Backbone Taxonomy,species,accepted,Brosimum acutifolium,Brosimum acutifolium
LTS0167311,ACJAQJHYAGLMOL-UHFFFAOYSA-N,CC(C)(O)C(O)Cc1c(O)ccc(C(=O)CCc2ccc(O)cc2)c1O,Chalcones,Moraceae,Brosimum,Brosimum acutifolium,10.1021/NP020241F,GBIF Backbone Taxonomy,species,accepted,Brosimum acutifolium,Brosimum acutifolium
LTS0023516,ACLDYNNXBJRZDR-KRWDZBQOSA-N,CC1(C)CCc2c(ccc3c2O[C@H](c2ccc(O)cc2)CC3)O1,Flavans,Moraceae,Brosimum,Brosimum acutifolium,10.1016/S0031-9422(99)00608-1,GBIF Backbone Taxonomy,species,accepted,Brosimum acutifolium,Brosimum acutifolium
LTS0023516,ACLDYNNXBJRZDR-KRWDZBQOSA-N,CC1(C)CCc2c(ccc3c2O[C@H](c2ccc(O)cc2)CC3)O1,Flavans,Moraceae,Brosimum,Brosimum acutifolium,10.1021/NP010389J,GBIF Backbone Taxonomy,species,accepted,Brosimum acutifolium,Brosimum acutifolium
LTS0223952,ACLDYNNXBJRZDR-UHFFFAOYSA-N,CC1(C)CCc2c(ccc3c2OC(c2ccc(O)cc2)CC3)O1,Flavans,Moraceae,Brosimum,Brosimum acutifolium,10.1016/S0031-9422(99)00608-1,GBIF Backbone Taxonomy,species,accepted,Brosimum acutifolium,Brosimum acutifolium
LTS0223952,ACLDYNNXBJRZDR-UHFFFAOYSA-N,CC1(C)CCc2c(ccc3c2OC(c2ccc(O)cc2)CC3)O1,Flavans,Moraceae,Brosimum,Brosimum acutifolium,10.1021/NP010389J,GBIF Backbone Taxonomy,species,accepted,Brosimum acutifolium,Brosimum acutifolium
LTS0046428,ACLIVQJKNNTVHO-UHFFFAOYSA-N,COc1cc(OC)c(C(=O)CCc2ccccc2)c(O)c1C,Chalcones,Myricaceae,Myrica,Myrica gale,10.1016/0031-9422(71)85094-X,GBIF Backbone Taxonomy,species,accepted,Myrica gale,Myrica gale
LTS0046428,ACLIVQJKNNTVHO-UHFFFAOYSA-N,COc1cc(OC)c(C(=O)CCc2ccccc2)c(O)c1C,Chalcones,Myricaceae,Myrica,Myrica gale,10.1111/J.1600-0773.1996.TB00190.X,GBIF Backbone Taxonomy,species,accepted,Myrica gale,Myrica gale
LTS0046428,ACLIVQJKNNTVHO-UHFFFAOYSA-N,COc1cc(OC)c(C(=O)CCc2ccccc2)c(O)c1C,Chalcones,Myricaceae,Myrica,Myrica serrata,10.1055/S-2006-957804,GBIF Backbone Taxonomy,species,synonym,Morella serrata,Myrica serrata
LTS0117177,ACNNVOPYPNMOSB-UHFFFAOYSA-N,CC1(C)C=Cc2cc(-c3coc4c5c(cc(O)c4c3=O)OC(C)(C)C=C5)ccc2O1,Isoflavones,Fabaceae,Flemingia,Flemingia macrophylla,10.1055/S-2005-871297,GBIF Backbone Taxonomy,species,accepted,Flemingia macrophylla,Flemingia macrophylla
